user_id,session_count,total_impressions,total_clicks,history_length,overall_ctr,total_articles_consumed,autos_share,entertainment_share,finance_share,foodanddrink_share,health_share,kids_share,lifestyle_share,middleeast_share,movies_share,music_share,news_share,northamerica_share,sports_share,travel_share,tv_share,video_share,weather_share,content_entropy,dominant_category_share,dominant_category,categories_engaged,cluster,persona
U100,1,105,1,10,0.0095238095238095,11,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.1818181818181818,0.0,0.3636363636363636,0.0,0.0,1.5157079520857129,0.3636363636363636,tv,5,2,Lifestyle Explorer
U10001,2,84,3,15,0.0357142857142857,18,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.1666666666666666,0.0,0.5555555555555556,0.0555555555555555,0.0555555555555555,0.0,0.0,1.4280557692325653,0.5555555555555556,sports,7,1,Focused News Loyalist
U10003,2,106,3,8,0.0283018867924528,11,0.0909090909090909,0.0909090909090909,0.0,0.0,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,0.0,0.3636363636363636,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,1.6417347121875212,0.3636363636363636,news,6,1,Focused News Loyalist
U10008,1,72,1,23,0.0138888888888888,24,0.0,0.0833333333333333,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0416666666666666,0.0416666666666666,0.125,0.0,0.1666666666666666,1.6528806356652015,0.4583333333333333,news,8,1,Focused News Loyalist
U10011,2,47,4,10,0.0851063829787234,14,0.0714285714285714,0.0,0.2142857142857142,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0714285714285714,0.4285714285714285,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,1.5367224694372192,0.4285714285714285,news,6,1,Focused News Loyalist
U10012,3,237,3,20,0.0126582278481012,21,0.0,0.0952380952380952,0.0,0.0,0.0476190476190476,0.0,0.1904761904761904,0.0,0.0952380952380952,0.0952380952380952,0.2857142857142857,0.0,0.0476190476190476,0.0,0.0952380952380952,0.0,0.0476190476190476,2.004479023231639,0.2857142857142857,news,9,2,Lifestyle Explorer
U10017,2,61,4,25,0.0655737704918032,29,0.0,0.0,0.1724137931034483,0.0,0.0344827586206896,0.0,0.0689655172413793,0.0,0.0344827586206896,0.0,0.2413793103448276,0.0,0.3793103448275862,0.0,0.0689655172413793,0.0,0.0,1.6149510945182135,0.3793103448275862,sports,7,1,Focused News Loyalist
U1002,2,60,2,12,0.0333333333333333,14,0.0,0.2142857142857142,0.0,0.0714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.2142857142857142,0.0714285714285714,0.0,1.8337855468200528,0.2142857142857142,entertainment,7,2,Lifestyle Explorer
U10022,6,225,11,37,0.0488888888888888,48,0.0208333333333333,0.0208333333333333,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0833333333333333,0.0,0.0625,0.0833333333333333,0.1041666666666666,0.0,0.4791666666666667,0.0,0.0625,0.0,0.0,1.7749890552464636,0.4791666666666667,sports,10,0,Power Explorer
U10023,4,264,7,17,0.0265151515151515,23,0.0869565217391304,0.0,0.0434782608695652,0.0,0.0869565217391304,0.0,0.6956521739130435,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,1.0861895081867026,0.6956521739130435,lifestyle,6,2,Lifestyle Explorer
U10025,3,131,10,38,0.0763358778625954,48,0.0208333333333333,0.2916666666666667,0.0,0.0416666666666666,0.1041666666666666,0.0,0.1041666666666666,0.0,0.0416666666666666,0.0416666666666666,0.1666666666666666,0.0,0.0208333333333333,0.0,0.1458333333333333,0.0,0.0208333333333333,2.0491808400924705,0.2916666666666667,entertainment,11,2,Lifestyle Explorer
U10027,7,427,18,98,0.0421545667447306,114,0.0087719298245614,0.0087719298245614,0.1666666666666666,0.0175438596491228,0.2456140350877192,0.0,0.0701754385964912,0.0,0.0263157894736842,0.0,0.3596491228070175,0.0,0.043859649122807,0.0350877192982456,0.0175438596491228,0.0,0.0,1.7730506716201309,0.3596491228070175,news,11,0,Power Explorer
U1003,5,203,5,13,0.0246305418719211,18,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,0.0,0.3333333333333333,0.0,0.0555555555555555,0.0,0.2222222222222222,0.0,0.1666666666666666,0.0,0.0555555555555555,0.0,0.0,1.8019511397932635,0.3333333333333333,lifestyle,8,2,Lifestyle Explorer
U10030,4,46,4,6,0.0869565217391304,10,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.2,1.4708084763221114,0.4,sports,5,2,Lifestyle Explorer
U10032,3,337,9,8,0.0267062314540059,17,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.1764705882352941,0.1176470588235294,0.0,0.2941176470588235,0.0,0.2352941176470588,0.0,0.0,1.6766961325918528,0.2941176470588235,sports,6,2,Lifestyle Explorer
U10034,4,59,5,8,0.0847457627118644,12,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.4451858789480825,0.3333333333333333,news,5,2,Lifestyle Explorer
U10039,6,121,6,29,0.0495867768595041,35,0.0571428571428571,0.0,0.0857142857142857,0.0285714285714285,0.0,0.0,0.1142857142857142,0.0,0.0285714285714285,0.0,0.4,0.0,0.1428571428571428,0.0857142857142857,0.0285714285714285,0.0,0.0285714285714285,1.883429841078207,0.4,news,10,0,Power Explorer
U1004,1,54,2,16,0.037037037037037,18,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.2777777777777778,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,1.6111578173439172,0.2777777777777778,entertainment,6,2,Lifestyle Explorer
U10042,2,55,3,15,0.0545454545454545,18,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0555555555555555,0.0,0.2777777777777778,0.0,0.0,0.0555555555555555,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0555555555555555,0.0,0.0,1.7690361613040135,0.3333333333333333,news,8,2,Lifestyle Explorer
U10043,4,144,5,27,0.0347222222222222,32,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78125,0.0,0.03125,0.03125,0.0,0.125,0.0,0.7777023694814584,0.78125,news,5,1,Focused News Loyalist
U10044,3,27,3,20,0.1111111111111111,23,0.0434782608695652,0.0,0.0869565217391304,0.0,0.0,0.0,0.1304347826086956,0.0,0.1304347826086956,0.0,0.3043478260869565,0.0,0.217391304347826,0.0434782608695652,0.0,0.0434782608695652,0.0,1.8465147072906167,0.3043478260869565,news,8,1,Focused News Loyalist
U10045,5,322,5,53,0.015527950310559,58,0.1206896551724138,0.0,0.0172413793103448,0.0344827586206896,0.0,0.0,0.0172413793103448,0.0,0.0,0.0,0.2758620689655172,0.0,0.4827586206896552,0.0,0.0517241379310344,0.0,0.0,1.371362870697219,0.4827586206896552,sports,7,1,Focused News Loyalist
U10048,2,44,2,11,0.0454545454545454,13,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.1538461538461538,0.0,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0,0.1538461538461538,0.0,0.3076923076923077,0.0769230769230769,1.818483163012365,0.3076923076923077,video,7,2,Lifestyle Explorer
U10049,1,24,3,8,0.125,11,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.8855741515766717,0.7272727272727273,sports,4,1,Focused News Loyalist
U10050,4,84,5,9,0.0595238095238095,13,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,0.2307692307692307,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,1.5857708352080968,0.3846153846153846,finance,6,2,Lifestyle Explorer
U10051,1,43,1,15,0.0232558139534883,16,0.0,0.125,0.0625,0.0,0.0625,0.0,0.125,0.0,0.0625,0.0,0.3125,0.0,0.0625,0.0,0.1875,0.0,0.0,1.890362775338868,0.3125,news,8,2,Lifestyle Explorer
U10052,6,122,9,18,0.0737704918032786,27,0.0,0.074074074074074,0.037037037037037,0.0,0.037037037037037,0.0,0.1481481481481481,0.0,0.037037037037037,0.074074074074074,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.037037037037037,0.0,2.069365878468761,0.2222222222222222,news,10,2,Lifestyle Explorer
U10053,1,18,1,17,0.0555555555555555,18,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.1666666666666666,0.0,0.1111111111111111,0.0,0.0,1.6290407622471204,0.4444444444444444,news,7,1,Focused News Loyalist
U10058,3,80,3,19,0.0375,22,0.0,0.1363636363636363,0.1363636363636363,0.0454545454545454,0.1363636363636363,0.0,0.0454545454545454,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0454545454545454,0.0909090909090909,0.0,2.326543253194114,0.1363636363636363,entertainment,11,2,Lifestyle Explorer
U10059,4,72,4,15,0.0555555555555555,19,0.0526315789473684,0.0,0.0,0.1052631578947368,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0526315789473684,0.0,0.4210526315789473,0.0,0.2105263157894736,0.0,0.0,0.0,0.0,1.631107479158123,0.4210526315789473,news,7,1,Focused News Loyalist
U1006,2,94,3,8,0.0319148936170212,11,0.0,0.0909090909090909,0.0,0.0909090909090909,0.2727272727272727,0.0,0.4545454545454545,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.3667110520552042,0.4545454545454545,lifestyle,5,2,Lifestyle Explorer
U10061,1,135,2,23,0.0148148148148148,25,0.0,0.08,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.52,0.0,0.08,0.0,0.04,1.4969397378746323,0.52,sports,7,1,Focused News Loyalist
U10062,15,429,25,141,0.0582750582750582,166,0.0240963855421686,0.0060240963855421,0.0180722891566265,0.0481927710843373,0.0120481927710843,0.0,0.0662650602409638,0.0,0.0180722891566265,0.0662650602409638,0.4879518072289157,0.0,0.0843373493975903,0.0301204819277108,0.0903614457831325,0.036144578313253,0.0120481927710843,1.879371211423507,0.4879518072289157,news,14,0,Power Explorer
U10063,1,89,2,13,0.0224719101123595,15,0.0666666666666666,0.0,0.0,0.2666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.1333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.4897503188505912,0.3333333333333333,sports,5,1,Focused News Loyalist
U10064,9,362,9,10,0.0248618784530386,19,0.1052631578947368,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.5789473684210527,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,1.4102580990073956,0.5789473684210527,news,7,1,Focused News Loyalist
U10065,2,55,3,9,0.0545454545454545,12,0.25,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.5,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,1.3143738430069454,0.5,news,5,1,Focused News Loyalist
U10070,7,440,13,13,0.0295454545454545,25,0.0,0.0,0.08,0.12,0.08,0.0,0.28,0.0,0.0,0.04,0.04,0.0,0.12,0.08,0.12,0.0,0.04,2.112165235877807,0.28,lifestyle,10,0,Power Explorer
U10071,3,238,3,20,0.0126050420168067,23,0.0,0.0,0.217391304347826,0.0869565217391304,0.0434782608695652,0.0,0.0,0.0,0.0434782608695652,0.0,0.4347826086956521,0.0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0,0.0,1.6639451196530304,0.4347826086956521,news,8,1,Focused News Loyalist
U10072,6,340,9,20,0.0264705882352941,29,0.0344827586206896,0.0344827586206896,0.1034482758620689,0.1034482758620689,0.0344827586206896,0.0,0.2413793103448276,0.0,0.0,0.0344827586206896,0.1379310344827586,0.0,0.1034482758620689,0.0344827586206896,0.1034482758620689,0.0,0.0344827586206896,2.25178217647323,0.2413793103448276,lifestyle,12,0,Power Explorer
U10075,1,38,1,12,0.0263157894736842,13,0.2307692307692307,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.4615384615384615,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,1.484457535817486,0.4615384615384615,news,6,1,Focused News Loyalist
U10076,3,37,4,42,0.1081081081081081,45,0.0,0.1777777777777777,0.1111111111111111,0.1777777777777777,0.0222222222222222,0.0,0.2444444444444444,0.0,0.0666666666666666,0.0,0.0888888888888888,0.0,0.0,0.0666666666666666,0.0444444444444444,0.0,0.0,2.0018125393828075,0.2444444444444444,lifestyle,9,2,Lifestyle Explorer
U10077,2,4,2,8,0.5,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.1,0.0,0.1,0.1,1.7480673485460891,0.4,news,7,3,Selective High-Intent Reader
U10078,3,58,3,12,0.0517241379310344,15,0.0,0.0,0.2,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1333333333333333,1.8594288151492289,0.3333333333333333,news,8,1,Focused News Loyalist
U10083,3,47,3,14,0.0638297872340425,17,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,0.1176470588235294,0.0588235294117647,0.0,0.7902347553432828,0.7647058823529411,news,4,1,Focused News Loyalist
U10085,3,196,8,41,0.0408163265306122,47,0.0,0.0212765957446808,0.0425531914893617,0.425531914893617,0.0851063829787234,0.0,0.1276595744680851,0.0,0.0212765957446808,0.1063829787234042,0.0851063829787234,0.0,0.0,0.0212765957446808,0.0425531914893617,0.0212765957446808,0.0,1.880459613203302,0.425531914893617,foodanddrink,11,0,Power Explorer
U10087,1,43,4,6,0.0930232558139534,10,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.313834033192747,0.3,finance,4,1,Focused News Loyalist
U10091,2,14,2,13,0.1428571428571428,15,0.0,0.1333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0666666666666666,0.3333333333333333,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,1.894312024733532,0.3333333333333333,news,8,2,Lifestyle Explorer
U10096,20,507,24,98,0.0473372781065088,121,0.0082644628099173,0.0082644628099173,0.3801652892561983,0.024793388429752,0.0743801652892562,0.0,0.0826446280991735,0.0,0.0,0.0330578512396694,0.2644628099173554,0.0,0.0991735537190082,0.0,0.024793388429752,0.0,0.0,1.7232479321421932,0.3801652892561983,finance,10,0,Power Explorer
U10098,12,345,16,136,0.0463768115942029,151,0.0132450331125827,0.1125827814569536,0.0264900662251655,0.0264900662251655,0.0264900662251655,0.0,0.1390728476821192,0.0,0.086092715231788,0.0662251655629139,0.1788079470198675,0.0,0.2251655629139073,0.0264900662251655,0.0596026490066225,0.0066225165562913,0.0066225165562913,2.231215802561822,0.2251655629139073,sports,14,0,Power Explorer
U10099,6,120,8,21,0.0666666666666666,29,0.0689655172413793,0.0344827586206896,0.1034482758620689,0.0344827586206896,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.3103448275862069,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,1.5665960098122615,0.3793103448275862,sports,7,1,Focused News Loyalist
U10100,1,2,1,30,0.5,30,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.6333333333333333,0.0,0.0333333333333333,0.1,0.0333333333333333,0.0333333333333333,0.0333333333333333,1.4265247993232653,0.6333333333333333,news,10,3,Selective High-Intent Reader
U10101,3,176,4,38,0.0227272727272727,42,0.0,0.0952380952380952,0.0476190476190476,0.0238095238095238,0.0952380952380952,0.0,0.119047619047619,0.0,0.0238095238095238,0.1428571428571428,0.0714285714285714,0.0,0.1904761904761904,0.0476190476190476,0.1428571428571428,0.0,0.0,2.2295120943893423,0.1904761904761904,sports,11,2,Lifestyle Explorer
U10102,3,183,3,8,0.0163934426229508,11,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,1.0335620542068176,0.6363636363636364,news,4,1,Focused News Loyalist
U10103,26,1374,56,162,0.0407569141193595,214,0.1542056074766355,0.0467289719626168,0.0794392523364486,0.0233644859813084,0.0327102803738317,0.0,0.102803738317757,0.0,0.0373831775700934,0.0467289719626168,0.2523364485981308,0.0,0.0981308411214953,0.0467289719626168,0.0654205607476635,0.014018691588785,0.0,2.2887951492866607,0.2523364485981308,news,13,0,Power Explorer
U10104,9,796,24,96,0.0301507537688442,118,0.0508474576271186,0.0254237288135593,0.3220338983050847,0.0084745762711864,0.0677966101694915,0.0,0.0677966101694915,0.0,0.0254237288135593,0.0084745762711864,0.1016949152542373,0.0,0.2627118644067797,0.0084745762711864,0.0423728813559322,0.0084745762711864,0.0,1.9472842686815712,0.3220338983050847,finance,13,0,Power Explorer
